Date,Price,Log_Price,Delta_Log_Price
2002-12-31,2374.9599609375,7.772735857774003,0.07102025455549921
2003-03-31,2257.89990234375,7.722190413498362,-0.05054544427564078
2003-06-30,2576.22998046875,7.854082361371468,0.13189194787310576
2003-09-30,2691.35009765625,7.897798241728194,0.04371588035672591
2003-12-31,3000.75,8.006617536405454,0.10881929467725993
2004-03-31,2984.5400390625,8.001200923187168,-0.005416613218285349
2004-06-30,3072.25,8.030165471164707,0.028964547977539112
2004-09-30,3058.469970703125,8.025670060325812,-0.004495410838895708
2004-12-31,3395.820068359375,8.130300562623379,0.10463050229756732
2005-03-31,3373.18994140625,8.123614145781612,-0.006686416841766629
2005-06-30,3330.929931640625,8.111006802739961,-0.01260734304165112
2005-09-30,3538.8701171875,8.171562779244606,0.06055597650464506
2005-12-31,3638.06005859375,8.199205867626175,0.02764308838156815
2006-03-31,3776.510009765625,8.236555584290338,0.037349716664163424
2006-06-30,3931.590087890625,8.276799225550478,0.04024364126014035
2006-09-30,3911.219970703125,8.271604617281039,-0.005194608269439627
2006-12-31,4120.9599609375,8.323841415430783,0.052236798149744246
2007-03-31,4252.52978515625,8.355269328397457,0.03142791296667369
2007-06-30,4497.85986328125,8.41135697669405,0.05608764829659307
2007-09-30,4510.85986328125,8.41424307137082,0.0028860946767697016
2007-12-31,4394.0498046875,8.388006587583892,-0.026236483786927778
2008-03-31,4196.93994140625,8.342110953344678,-0.045895634239213834
2008-06-30,4161.9599609375,8.333741386757739,-0.008369566586939214
2008-09-30,3829.0400390625,8.250369408216171,-0.08337197854156742
2008-12-31,3086.070068359375,8.034653737901696,-0.21571567031447536
2009-03-31,2587.239990234375,7.858346945658539,-0.1763067922431567
2009-06-30,2925.47998046875,7.981213842090452,0.12286689643191284
2009-09-30,3327.8701171875,8.110087773892104,0.1288739318016523
2009-12-31,3566.679931640625,8.17939045092655,0.06930267703444493
2010-03-31,3679.02001953125,8.21040169665867,0.03101124573212033
2010-06-30,3357.5400390625,8.118963853586898,-0.0914378430717715
2010-09-30,3735.800048828125,8.225717277795528,0.10675342420863032
2010-12-31,4033.18994140625,8.302312890567286,0.07659561277175797
2011-03-31,4228.419921875,8.349583661328637,0.04727077076135089
2011-06-30,4309.56005859375,8.368591103315614,0.019007441986977014
2011-09-30,3742.60009765625,8.227535862136845,-0.1410552411787691
2011-12-31,4232.169921875,8.350470124403865,0.12293426226701953
2012-03-31,4460.52978515625,8.403022823869096,0.052552699465231
2012-06-30,4427.419921875,8.395572282960392,-0.007450540908703118
2012-09-30,4441.7001953125,8.398792509000671,0.0032202260402787175
2012-12-31,4442.06982421875,8.398875723425549,8.321442487790875e-05
2013-03-31,5036.93994140625,8.524554022189603,0.12567829876405412
2013-06-30,5034.66015625,8.524101306598618,-0.00045271559098480907
2013-09-30,5166.60986328125,8.549972019975163,0.025870713376544785
2013-12-31,5641.5498046875,8.637914094809938,0.08794207483477479
2014-03-31,5725.85009765625,8.65274630607267,0.014832211262731931
2014-06-30,6009.93994140625,8.70117003436888,0.048423728296210555
2014-09-30,6063.43994140625,8.710032565109431,0.008862530740550767
2014-12-31,6473.60009765625,8.775487662058735,0.06545509694930374
2015-03-31,6328.1201171875,8.75275849112377,-0.022729170934965737
2015-06-30,6096.22021484375,8.715424221196251,-0.03733426992751809
2015-09-30,5812.93017578125,8.66784005589366,-0.047584165302591686
2015-12-31,5978.33984375,8.695898190299632,0.028058134405972268
2016-03-31,6275.60009765625,8.744424392520061,0.04852620222042958
2016-06-30,6303.43994140625,8.748850785809047,0.004426393288985864
2016-09-30,6424.8701171875,8.767931694335354,0.019080908526307283
2016-12-31,6902.4501953125,8.83963172832192,0.07170003398656632
2017-03-31,7155.81982421875,8.875681266030295,0.036049537708374046
2017-06-30,7402.2998046875,8.909546015326017,0.03386474929572181
2017-09-30,7711.1201171875,8.950418737092972,0.04087272176695578
2017-12-31,8310.349609375,9.025256957888123,0.07483822079515079
2018-03-31,8092.52978515625,8.998696666381361,-0.026560291506761757
2018-06-30,8146.0498046875,9.005288402195008,0.006591735813646693
2018-09-30,8810.240234375,9.083669986932456,0.07838158473744805
2018-12-31,7710.43994140625,8.950330526071635,-0.13333946086082094
2019-03-31,8598.4599609375,9.059338391896288,0.10900786582465294
2019-06-30,8796.830078125,9.082146717177181,0.02280832528089327
2019-09-30,8961.150390625,9.100653889538279,0.018507172361097446
2019-12-31,9386.48046875,9.147025684981344,0.04637179544306491
2020-03-31,7221.2099609375,8.884777802463521,-0.2622478825178227
2020-06-30,8292.0703125,9.02305495307833,0.13827715061480816
2020-09-30,9190.9501953125,9.125974604489386,0.10291965141105663
2020-12-31,10108.7099609375,9.221152703569988,0.09517809908060215
2021-03-31,11051.169921875,9.310291576624312,0.08913887305432411
2021-06-30,11395.4501953125,9.340969449044378,0.03067787242006581
2021-09-30,11080.33984375,9.312927631649496,-0.02804181739488243
2021-12-31,12266.849609375,9.414655749185448,0.10172811753595212
2022-03-31,12000.3203125,9.392688621122227,-0.021967128063220542
2022-06-30,10449.6103515625,9.254319969765964,-0.13836865135626297
2022-09-30,9679.490234375,9.177764517145825,-0.07655545262013952
2022-12-31,10962.830078125,9.302265745976294,0.12450122883046966
2023-03-31,11163.8095703125,9.320432537032454,0.018166791056160037
2023-06-30,11563.0400390625,9.355569086811066,0.03513654977861158
2023-09-30,11120.150390625,9.316514092049902,-0.03905499476116425
2023-12-31,12249.9697265625,9.4132787446688,0.09676465261889788
2024-03-31,12735.740234375,9.452167511705856,0.03888876703705613
2024-06-30,12412.9599609375,9.426496363935744,-0.025671147770111702
